Player,Nationality,Pos,Club,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdYellow,CrdRed,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Lucas Veríssimo, BRA,DF,Benfica,27,1995,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Veron, BRA,"MF,FW",Porto,19,2002,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Verratti, ITA,MF,Paris S-G,29,1992,7,7,623,6.9,0,1,1,0,0,0,4,0,0.1,0.1,0.4,0.5,12,45,12,0.0,0.14,0.14,0.0,0.14,0.01,0.06,0.07,0.01,0.07
Vitinha, POR,MF,Paris S-G,22,2000,8,7,584,6.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,11,35,16,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11
Odisseas Vlachodimos, GRE,GK,Benfica,28,1994,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dušan Vlahović, SRB,FW,Juventus,22,2000,5,5,411,4.6,1,1,2,1,0,0,0,0,2.6,2.6,0.9,3.6,6,5,27,0.22,0.22,0.44,0.22,0.44,0.58,0.2,0.78,0.58,0.78
Adam Vlkanova, CZE,MF,Viktoria Plzeň,27,1994,6,6,458,5.1,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1.0,10,12,16,0.2,0.2,0.39,0.2,0.39,0.09,0.12,0.2,0.09,0.2
Stefan de Vrij, NED,DF,Inter,30,1992,7,3,299,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker, ENG,"DF,FW",Manchester City,32,1990,5,3,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,9,11,11,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Paul Wanner, GER,"DF,FW",Bayern Munich,16,2005,2,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,0,3,0.0,0.0,0.0,0.0,0.0,0.14,0.82,0.97,0.14,0.97
Stephen Welsh, SCO,DF,Celtic,22,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wendell, BRA,DF,Porto,29,1993,6,1,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.5,9,8,3,0.0,0.0,0.0,0.0,0.0,0.05,0.29,0.34,0.05,0.34
Timo Werner, GER,FW,RB Leipzig,26,1996,8,7,500,5.6,2,2,4,2,0,0,1,0,2.4,2.4,0.7,3.1,24,23,56,0.36,0.36,0.72,0.36,0.72,0.43,0.12,0.56,0.43,0.56
Owen Wijndal, NED,DF,Ajax,22,1999,2,1,76,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,6,7,0.0,1.18,1.18,0.0,1.18,0.0,0.29,0.29,0.0,0.29
Josh Wilson-Esbrand, ENG,DF,Manchester City,19,2002,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Witsel, BEL,"DF,MF",Atlético Madrid,33,1989,6,5,462,5.1,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,2,14,2,0.0,0.19,0.19,0.0,0.19,0.01,0.07,0.09,0.01,0.09
Maximilian Wöber, AUT,DF,RB Salzburg,24,1998,3,2,165,1.8,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,1,4,9,0.0,0.55,0.55,0.0,0.55,0.03,0.4,0.43,0.03,0.43
Marius Wolf, GER,DF,Dortmund,27,1995,4,2,176,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,3,3,13,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.24,0.18,0.24
Scott Wright, SCO,"FW,MF",Rangers,24,1997,4,2,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1
Roman Yaremchuk, UKR,FW,Club Brugge,26,1995,4,1,112,1.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,3,6,0.0,0.0,0.0,0.0,0.0,0.4,0.03,0.43,0.4,0.43
Rıdvan Yılmaz, TUR,DF,Rangers,21,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,4,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Warren Zaire-Emery, FRA,MF,Paris S-G,16,2006,3,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
Denis Zakaria, SUI,MF,Chelsea,25,1996,2,1,74,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,1.22,0.0,1.22,1.22,1.22,0.16,0.08,0.24,0.16,0.24
Andre-Frank Zambo Anguissa, CMR,MF,Napoli,26,1995,8,8,650,7.2,1,3,4,1,0,0,2,1,0.8,0.8,1.3,2.2,15,30,17,0.14,0.42,0.55,0.14,0.55,0.11,0.19,0.3,0.11,0.3
Alessandro Zanoli, ITA,DF,Napoli,21,2000,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64
Zeca, GRE,MF,FC Copenhagen,33,1988,2,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Alessio Zerbin, ITA,FW,Napoli,23,1999,3,0,56,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,4,9,0.0,0.0,0.0,0.0,0.0,0.33,0.3,0.63,0.33,0.63
Piotr Zieliński, POL,MF,Napoli,28,1994,10,8,619,6.9,4,2,6,2,2,3,1,0,3.9,1.7,2.1,3.8,12,36,24,0.58,0.29,0.87,0.29,0.58,0.57,0.31,0.88,0.24,0.55
Hakim Ziyech, MAR,"FW,MF",Chelsea,29,1993,4,1,148,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,11,13,26,0.0,0.0,0.0,0.0,0.0,0.38,0.22,0.59,0.38,0.59
Oleksandr Zubkov, UKR,"FW,MF",Shakhtar,25,1996,5,5,365,4.1,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.1,8,10,12,0.49,0.0,0.49,0.49,0.49,0.25,0.01,0.26,0.25,0.26
Neven Đurasek, CRO,MF,Shakhtar,23,1998,5,0,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
